,pfpr_underfives,pfpr_overfive,ci_underfives,ci_overfive,annual EIR,coverage_pair,group
111,0.0725191832488,0.3129115763249,0.9541552949231,1.176799590496,5.022525679193388,"[0.7, 0.5]",0.7
112,0.03426295164604,0.231676639417,0.6348291998729,1.164432809892,3.1393557553820215,"[0.85, 0.65]",0.85
113,0.04804913294798,0.2709411421257,0.898011635989,1.24095573774,4.161879605540665,"[0.85, 0.65]",0.85
114,0.04668045842799,0.2816614973408,0.9048833949491,1.275078814477,4.571995974685371,"[0.85, 0.65]",0.85
115,0.08279556852928,0.3526750796849,1.440119659645,1.295737603359,8.035331502302881,"[0.85, 0.65]",0.85
116,0.06942825498094,0.3185359342401,1.161306488328,1.267320267885,6.061147027072623,"[0.85, 0.65]",0.85
117,0.1261907941083,0.3602001422005,1.519243764691,1.205062484834,8.035331502302881,"[0.7, 0.5]",0.7
118,0.1567562587336,0.3673593763604,1.360106907785,1.123056530021,8.035331502302881,"[0.5, 0.3]",0.5
119,0.2381541606135,0.4336979819166,2.742216835613,1.109318642411,18.721935181881797,"[0.7, 0.5]",0.7
120,0.1143884087158,0.3923261003768,1.944910610095,1.293359589326,11.70224279959658,"[0.85, 0.65]",0.85
121,0.2555375518549,0.4238790109354,2.116422224906,1.079708626959,14.122180489527723,"[0.5, 0.3]",0.5
122,0.3269683812689,0.4421201465372,2.688732052455,0.9922737026936,20.566816054921468,"[0.5, 0.3]",0.5
123,0.1777926184376,0.3757261298933,1.445964861661,1.072323788976,8.827142244788405,"[0.5, 0.3]",0.5
124,0.1225124206776,0.3982118947632,2.146940583712,1.188773032802,12.855395168884503,"[0.85, 0.65]",0.85
125,0.3619648382222,0.4564442309151,2.892475938424,0.9346668668732,27.265661798010527,"[0.5, 0.3]",0.5
